Kałków-Oliwia*,R,72,-,-,nyski
Kałków-Sara*,R,76,-,-,nyski
Kałków-Wiktoria**,Z,7,-,-,nyski
Kantorowice*,Z,7 959,-,-,brzeski
Kępa 4*,T,90,-,-,opolski
Kierpień*,P,30 379,-,-,"krapkowicki,prudnicki"
Kik I,T,3 412,2 407,-,oleski
Kik II,Z,8,-,-,oleski
Klekotna,R,915,-,-,oleski
Kluczbork Zbiornik,P,21 450,-,-,kluczborski
Kobylice III*,E,4 312,1 976,560,"kędzierzyńsko-kozielski"
Kolanowice,R,868,868,-,opolski
Komorniki*,E,800,-,3,krapkowicki
Konradowa-Wyszków*,R,15 335,-,-,nyski
Kopice*,R,15 441,-,-,brzeski
Kopice 2*,E,8 988,5 954,517,brzeski
Kosorowice*,E,110,-,3,opolski
Kosorowice - Przywory*,E,2 485,2 092,32,opolski
Kosorowice III*,Z,147,-,-,opolski
Kosorowice IV*,T,83,-,-,opolski
Kosorowice VI*,Z,-,-,34,opolski
Kosorowice VII*,T,431,220,-,opolski
Kosorowice VIII*,R,83,-,-,opolski
Kościeliska,Z,34,-,-,oleski
Kościerzyce*,P,19 560,-,-,brzeski
Kotlarnia P. Północne*,E,24 693,4 817,379,"kędzierzyńsko-kozielski, raciborski"
Koźle-Krępna*,P,4 219,-,-,krapkowicki
Krapkowice S*,P,7 175,-,-,krapkowicki
Krępna*,P,21 230,-,-,krapkowicki
Krzyżanowice,E,1 573,1 449,121,oleski
Kucoby,Z,49,-,-,oleski
Kuczoby,Z,46,-,-,oleski
Kujawy*,Z,999,-,-,krapkowicki
Kujawy 1,T,141,-,-,krapkowicki
Landzmierz*,P,18 197,-,-,"kędzierzyńsko-kozielski"
Lasocice*,R,3 069,-,-,nyski
Lewice,Z,744,-,-,głubczycki
Lewin Brzeski-Stroszowice*,M,-,-,-,brzeski
Lubotyń,Z,94,-,-,głubczycki
Lubotyń I,E,643,643,82,głubczycki
Lubotyń II*,E,2 859,2 859,161,głubczycki
Lubotyń III,Z,860,-,-,głubczycki
Lubsza,R,1 788,-,-,brzeski
Łącznik*,Z,6,-,-,prudnicki
Łomnica,R,822,572,-,oleski
Łomnica,R,130,-,-,oleski
Malerzowice*,Z,2 670,-,-,nyski
Malerzowice II,Z,153,-,-,nyski
Malerzowice Wielkie*,R,315,-,-,nyski
Malerzowice Wielkie II,T,486,456,-,nyski
Malina*,T,99,99,-,m.Opole
Maria Olesno,R,5 607,-,-,oleski
Michałów*,E,42,-,1,brzeski
Miedziana*,Z,135,-,-,opolski
Miedziana - Przywory*,R,2 562,-,-,opolski
Miejsce Kłodnickie*,Z,183,-,-,"kędzierzyńsko-kozielski"
Miejsce Kłodnickie II*,R,674,-,-,"kędzierzyńsko-kozielski"
Molestowice,R,146,-,-,opolski
Moszna II*,Z,507,-,-,krapkowicki
Myślina IX,E,25,-,16,oleski
Narok,Z,177,-,-,opolski
Narok I,R,2 185,-,-,opolski
Niemysłowice,Z,137,-,-,prudnicki
Nowe Kolnie,R,2 367,-,-,brzeski
Nowe Kotkowice,R,424,-,-,"krapkowicki,prudnicki"
Nowy Świętów,R,457,-,-,nyski
Oldrzyszowice,R,4 538,-,-,brzeski
Oldrzyszowice I,R,2 709,-,-,brzeski
Olesno 1*,E,639,639,31,oleski
Otmuchów - Zbiornik*,R,110 361,-,-,nyski
Otmuchów - Zbiornik I*,R,25 251,-,-,nyski
Otmuchów II-Wójcice*,Z,1 200,-,-,nyski
Paruszowice,R,612,-,-,kluczborski
Paruszowice 1,R,6 916,-,-,kluczborski
Pogórze*,Z,218,-,-,prudnicki
Przysiecz II*,Z,909,-,-,opolski
Przywory*,T,18 687,13,-,opolski
Przywory 1,T,839,212,-,opolski
Przywory II*,T,520,381,-,opolski
Racławice Śląskie**,E,2 710,1 718,69,prudnicki
Racławice Śl.-Głogówek**,P,57 220,-,-,"głubczycki, prudnicki"
Racławiczki*,E,647,574,41,krapkowicki
Radawie 1,T,219,-,-,oleski
Radzikowice,R,184,-,-,nyski
Raszowa*,Z,845,-,-,strzelecki
Raszowa-2*,Z,13,-,-,strzelecki
Roszkowice,Z,525,-,-,kluczborski
Roszowicki Las*,R,2 713,-,-,"kędzierzyńsko-kozielski"
Rożniątów,P,205,-,-,strzelecki
Rożniątów 1,R,187,-,-,strzelecki
Sarny*,Z,63 398,-,-,brzeski
Sarny Pole IIa - 2*,R,33 684,-,-,brzeski
Sarny-Pole IIa - 1*,E,6 970,3 567,527,brzeski
Siołkowice-Kwaśno,R,513,-,-,opolski
Skałągi,Z,281,-,-,kluczborski
Skrzypiec*,E,272,-,33,prudnicki
Skrzypiec I*,T,33 706,1 970,-,prudnicki
Skrzypiec II*,M,-,-,-,prudnicki
Skrzypiec III*,R,444,-,-,prudnicki
Skrzypiec IV*,R,406,-,-,prudnicki
Sławice*,Z,2 319,-,-,m.Opole
Stare Olesno,R,3 344,2 621,-,oleski
Steblów*,R,2 000,-,-,"kędzierzyńsko-kozielski"
Strojec,R,109,-,-,oleski
Stroszowice*,E,2 365,-,252,brzeski
Strzegów,R,238,-,-,brzeski
Śmiałki,T,1 162,267,-,oleski
Śmiechowice,Z,58,-,-,brzeski
Świercze,R,2 784,2 160,-,oleski
Świerczów*,R,16 083,-,-,namysłowski
Trzebina**,Z,677,-,-,prudnicki
Trzebina 1**,E,8 713,8 438,76,prudnicki
Turawa*,R,3 597,-,-,opolski
Twardawa 2*,T,185,-,-,prudnicki
Walce*,R,283,-,-,krapkowicki
Wierzbna,Z,422,-,-,brzeski
Wierzchy,R,3 236,-,-,kluczborski
Więcmierzyce*,R,7 267,-,-,brzeski
Więcmierzyce 1*,R,3 564,-,-,brzeski
Włodzienin*,Z,727,-,-,głubczycki
Wójcice,Z,2 850,-,-,nyski
Wójcice 1,R,897,-,-,nyski
Wójcice 2,E,350,-,0,nyski
Wygiełdów,P,7 239,-,-,oleski
Zawada*,Z,3 211,-,-,opolski
Zawada*,P,17 695,-,-,opolski
Zawada I*,R,1 102,-,-,opolski
Zdziechowice,E,3 984,3 941,22,oleski
Zielina*,Z,771,-,-,krapkowicki
Zimnice Małe,R,163,-,-,opolski
Zopowy,E,37,-,5,głubczycki
Zubrzyce*,Z,949,-,-,głubczycki
Zubrzyce 3,E,192,-,21,głubczycki
Żelazna II*,Z,1 715,-,-,brzeski
Żelazna III*,E,2 807,2 093,334,brzeski
Żytniów*,R,191,-,-,oleski
Babice**,P,13 264,-,-,przemyski
Babice Pole B*,R,10 863,-,-,przemyski
Bachlawa*,Z,-,-,-,leski
Bachórz**,P,5 419,-,-,rzeszowski
Bachórz-1*,Z,411,-,-,rzeszowski
Bachórz-2**,R,820,-,-,rzeszowski
Bachów*,T,81,-,-,przemyski
Bajdy*,P,395,-,-,jasielski
Biały Bór,E,3 449,3 107,123,mielecki
Biały Bór II,R,2 374,980,-,mielecki
Bielowy*,R,1 732,-,-,dębicki
Błażkowa*,E,172,174,173,jasielski
Błażkowa I*,R,1 606,-,-,"dębicki, jasielski"
Błonie*,R,316,-,-,mielecki
Bobrowa Wola,R,157,-,-,dębicki
Bolestraszyce*,P,37 260,-,-,przemyski
Bolestraszyce-I*,E,2 524,2 436,26,przemyski
Boreczek DKM,R,321,-,-,ropczycko-sędziszowski
Borek Wielki,R,3 633,-,-,ropczycko-sędziszowski
Borowa Karnas,R,87,-,-,mielecki
Brandwica,E,215,-,6,stalowowolski
Brandwica - Śpiewak II,T,65,-,-,stalowowolski
Bratkowice-Gierdam*,E,81,-,34,rzeszowski
Breń Osuchowski 1*,E,181,-,4,mielecki
Breń Osuchowski-AMIKOS 2*,E,100,-,29,mielecki
Breń Osuchowski-Bierzyński*,E,44,-,17,mielecki
Brzostowa Góra*,Z,602,-,-,"kolbuszowski,tarnobrzeski"
Brzostowa Góra B-3*,R,28,-,-,kolbuszowski
Brzostowa Góra I*,Z,378,-,-,"kolbuszowski,tarnobrzeski"
Brzostowa Góra I-1*,E,96,-,9,kolbuszowski
Brzostowa Góra-I-2**,R,204,-,-,kolbuszowski
Brzyska-Błażkowa*,Z,690,-,-,"dębicki, jasielski"
Brzyska-Leontyna**,E,95,-,23,jasielski
Brzyska-Magdalena*,R,102,-,-,jasielski
Brzyska-Oliwia*,E,39,-,34,jasielski
Budy Głogowskie 4201*,Z,5,-,-,rzeszowski
Budy Głogowskie II,Z,-,-,-,rzeszowski
Budy Głogowskie III*,Z,95,-,-,rzeszowski
Budy Głogowskie IV,Z,16,-,-,rzeszowski
Budy Głogowskie/1983,R,119,-,-,rzeszowski
Budy Głogowskie/1992,Z,7,-,-,rzeszowski
Budy Głogowskie-Arkan*,Z,2 432,-,-,rzeszowski
Budy Głogowskie-Matius*,R,37,-,-,rzeszowski
Budy Głogowskie-Nabożny*,Z,307,-,-,rzeszowski
Budy Łańcuckie*,R,1 254,-,-,łańcucki
Bukowa*,R,108,-,-,"dębicki, jasielski"
Bukowa I*,R,874,-,-,"dębicki, jasielski"
Bystre,P,5 532,-,-,niżański
Bystre I,Z,154,-,-,niżański
Bystre Łazy,P,15 786,-,-,niżański
Cetula,Z,494,-,-,jarosławski
Cetula-I,Z,266,-,-,jarosławski
Chałupki Dusowskie*,Z,3 715,-,-,przemyski
Chmielów,R,347,-,-,tarnobrzeski
Chodaczów-Jarosz 1,R,374,-,-,leżajski
Chorzelów-Dryka,R,37,-,-,mielecki
Chorzelów-dz.1207,Z,32,-,-,mielecki
Chorzelów-Wieczerzak,E,109,-,9,mielecki
Chotowa*,Z,1 350,-,-,dębicki
Chotowa-Potok*,R,8 432,213,-,dębicki
Chotowa-Słupie*,T,1 643,972,-,dębicki
Chotowa-Słupie 1*,R,370,-,-,dębicki
Chwałowice 1,E,85,-,4,stalowowolski
Chwałowice 2,E,276,-,16,stalowowolski
Chwałowice-Stawiarski,E,92,-,1,stalowowolski
Czarna dz.192/3,Z,6,-,-,łańcucki
Czarna II dz.179/1,Z,23,-,-,łańcucki
Czarna IV,R,601,-,-,ropczycko-sędziszowski
Czarna IV,Z,-,-,-,ropczycko-sędziszowski
Czarna Knieja II,Z,806,-,-,ropczycko-sędziszowski
Czarna Sędziszowska,R,6 539,-,-,ropczycko-sędziszowski
Czarna Sędziszowska Mark-Bud,R,720,-,-,ropczycko-sędziszowski
Czarna Sędziszowska-Stara Wieś 1,E,1 497,549,195,ropczycko-sędziszowski
Czarna Sędziszowska-St.Wieś*,E,18 774,3 161,274,ropczycko-sędziszowski
Czarna Sędziszowska-Tartak,R,332,-,-,ropczycko-sędziszowski
Czarna Sędziszowska-Wólka,R,766,-,-,ropczycko-sędziszowski
Czarna Sędzisz.-St. Wieś II,Z,445,-,-,ropczycko-sędziszowski
Czarna Sędzisz.-St. Wieś III,Z,176,-,-,ropczycko-sędziszowski
Czarna Sędzisz.-St. Wieś IV,Z,191,-,-,ropczycko-sędziszowski
Czarna Sędzisz.-St. Wieś V,Z,153,-,-,ropczycko-sędziszowski
Czarna Tarnowska*,P,11 020,-,-,dębicki
Czarna-3*,T,639,354,-,łańcucki
Czarna-Czarna II,E,350,270,27,ropczycko-sędziszowski
Czarna-Santex,E,320,-,3,ropczycko-sędziszowski
Czarna-Wola Mała*,T,2 784,2 503,-,łańcucki
Czerce,R,714,-,-,przeworski
Czermin-Łukawiec,E,494,494,5,mielecki
Dąbrówka Brzyska*,R,364,-,-,jasielski
Dąbrówka Wisłocka,R,108,-,-,mielecki
Dąbrówka-I*,E,899,357,30,brzozowski
Dąbrówki-2,Z,143,-,-,łańcucki
Dąbrówki-3,R,575,-,-,łańcucki
Dąbrówki-Lech,R,918,-,-,łańcucki
Dąbrówki-Lisia Góra,R,2 666,-,-,łańcucki
Dębica-Żyraków*,P,3 665,-,-,dębicki
Dębica-Żyraków 1*,E,105,-,22,dębicki
Dębica-Żyraków 12*,E,35,-,9,dębicki
Dębica-Żyraków 13*,T,69,-,-,dębicki
Dębica-Żyraków 16,E,121,-,2,dębicki
Dębica-Żyraków 18*,R,196,-,-,dębicki
Dębica-Żyraków 19*,E,25,-,17,dębicki
Dębica-Żyraków 2*,E,160,-,1,dębicki
Dębica-Żyraków 3*,E,94,-,34,dębicki
Dębica-Żyraków 4,E,170,-,1,dębicki
Dębno-Głogowiec,R,5 314,-,-,leżajski
Dęborzyn-Wisłoka*,E,3 535,3 262,180,dębicki
Dębowiec**,Z,52,-,-,jasielski
Dębowiec II*,R,28,-,-,jasielski
Dębowiec-Gilkówki*,M,-,-,-,jasielski
Dębowiec-Guzary*,R,19,-,-,jasielski
Dębowiec-Jutrzyki*,E,23,-,2,jasielski
Dębowiec-Natalia*,R,24,-,-,jasielski
Dębowiec-Olkówki*,T,-,-,-,jasielski
Dębowiec-Rozalia*,R,44,-,-,jasielski
Dębowiec-Wiktoria*,R,60,-,-,jasielski
Dobieszyn*,P,559,-,-,krośnieński
Dobra,R,246,-,-,przeworski
Dobra-I*,Z,162,-,-,sanocki
Dobra-Zachód*,E,33,-,7,sanocki
Dobrków,E,18,-,3,dębicki
Dobrków-Przygrody*,T,114,43,-,dębicki
Dobrków-Zakręt,Z,230,-,-,dębicki
Dobrucowa**,R,315,-,-,jasielski
Dobrynin - dz.1243/5,R,134,-,-,mielecki
Dolina**,P,1 800,-,-,sanocki
Drymak - p.A**,R,1 552,-,-,krośnieński
Drymak - p.C**,R,2 131,-,-,krośnieński
Dukla**,P,4 504,-,-,krośnieński
Dzierdziówka,P,14 462,-,-,stalowowolski
Dzierdziówka dz.143/1,Z,139,-,-,stalowowolski
Furmany,Z,2,-,-,tarnobrzeski
Gielnia,E,147,-,6,stalowowolski
Gielnia I,R,185,-,-,stalowowolski
Głogowiec,Z,3 280,-,-,przeworski
Głogowiec,R,2 196,-,-,przeworski
Głogowiec-I*,R,2 385,1 190,-,przeworski
Gniewczyna IV,R,122,-,-,przeworski
Gniewczyna IV-1,E,281,-,38,przeworski
Gniewczyna Łańcucka*,E,4 780,532,46,"łańcucki, przeworski"
Gniewczyna Łańcucka - k. torów,R,4 062,-,-,przeworski
Gniewczyna Łańcucka I*,E,12 048,4 200,382,przeworski
Gniewczyna Łańcucka SW,Z,2 242,-,-,przeworski
Gniewczyna Łańcucka-Zakręcie*,T,2 934,2 154,-,przeworski
Gniewczyna Tryniecka,E,2 188,1 842,25,przeworski
Gniewczyna Tryniecka 2,R,6 098,4 703,-,przeworski
Gniewczyna Tryniecka 3,R,5 194,-,-,przeworski
Gniewczyna Tryniecka-I,E,885,670,58,przeworski
Gogołów,Z,50,-,-,strzyżowski
Gogołów dz.592,Z,21,-,-,strzyżowski
Gogołów dz.620,Z,58,-,-,strzyżowski
Gogołów III,Z,-,-,-,strzyżowski
Gogołów-I,Z,60,-,-,strzyżowski
Golce,R,72,-,-,niżański
Gołęczyna-Barycza,E,250,-,32,dębicki
Gołęczyna-Barycza II,R,120,-,-,dębicki
Gołęczyna-Barycza III,R,439,-,-,dębicki
Gołęczyna-Paulina*,R,876,876,-,dębicki
Gołęczyna-Piaski,E,262,-,1,dębicki
Gołęczyna-Piaskownia,R,133,-,-,dębicki
Gołęczyna-Złotoryja,E,204,-,2,dębicki
Gorliczyna,Z,59,-,-,przeworski
Gorliczyna II,M,-,-,-,przeworski
Gorliczyna III,Z,56,-,-,przeworski
Gorliczyna V,M,-,-,18,przeworski
Gorliczyna VI,R,36,-,-,przeworski
Gorzyce*,P,820,-,-,jasielski
Gorzyce,R,145,-,-,tarnobrzeski
Gorzyce,P,12 349,-,-,przeworski
Gorzyce dz.308,R,437,-,-,przeworski
Góra Bubnowa,R,3 038,-,-,jarosławski
Góra Smerecka,R,216,-,-,lubaczowski
Górno-Tupaj,T,47,-,-,rzeszowski
Grabiny*,R,931,-,-,dębicki
Grabiny I*,R,1 137,-,-,dębicki
Grabiny-Błyszczówka*,R,583,-,-,dębicki
Grabowiec*,Z,169,-,-,jarosławski
Grabowiec II*,Z,6,-,-,jarosławski
Grabowiec-Barycz*,Z,4 525,-,-,"jarosławski, przemyski"
Grabowiec-Wierzb. Gaj*,R,104,152,-,jarosławski
Grębów,R,8 839,-,-,tarnobrzeski
Grębów-Jeziórko,E,3 155,1 149,101,tarnobrzeski
Grębów-Skóra I,T,7,-,-,tarnobrzeski
Haczów*,Z,7 977,-,-,"brzozowski,krośnieński"
Hermanowa,Z,-,-,-,rzeszowski
Hermanowa I,Z,9,-,-,rzeszowski
Hureczko*,E,12 136,7 124,132,przemyski
Hureczko 1**,R,2 396,2 396,-,przemyski
Hurko*,E,1 582,577,21,przemyski
Hurko I*,E,5 419,583,76,przemyski
Iskań II**,E,183,-,32,przemyski
Iskań III**,R,254,-,-,przemyski
Iskań IV**,R,229,-,-,przemyski
Jabłonica Ruska**,Z,3 592,-,-,brzozowski
Jabłonica Ruska - AUTOMET**,Z,110,-,-,brzozowski
Jabłonica Ruska II*,Z,-,-,-,brzozowski
Jabłonica Ruska III*,T,425,376,-,brzozowski
Jabłonica Ruska/zar./**,Z,281,-,-,brzozowski
Jabłonica-Ogrody*,R,173,-,-,brzozowski
Jadachy,R,7,-,-,tarnobrzeski
Janowiec-Piaski,R,80,-,-,mielecki
Jarocin,M,-,-,2,niżański
Jarocin I,E,52,-,3,niżański
Jasiołka - Panna**,Z,-,-,-,krośnieński
Jasionka-CAG,Z,-,-,-,rzeszowski
Jasionka-Gęsiówka,R,9,-,-,rzeszowski
Jasionka-Łukawiec*,R,1 379,-,-,rzeszowski
Jasło**,R,2 715,-,-,jasielski
Jasło-Dominika*,E,1,-,1,jasielski
Jasło-Faustyna*,E,3,-,1,jasielski
Jasło-Florentyna*,E,48,-,2,jasielski
Jastkowice-Paleń*,T,19,-,-,stalowowolski
Jastkowice-Paleń 2,E,239,-,11,stalowowolski
Jaślany-Głowa,T,317,-,-,mielecki
Jaworski VIII,Z,52,-,-,stalowowolski
Jaworze Górne*,E,4 011,1 039,244,dębicki
Jaworze Górne 1*,R,166,-,-,dębicki
Jaworze Górne I*,R,1 365,-,-,dębicki
Jaworze Joanna*,Z,-,-,-,dębicki
Jaworze Sylwia*,E,111,-,0,dębicki
Jaworze-Gałuszka*,Z,42,-,-,dębicki
Jaworze-Karolina*,T,-,-,-,dębicki
Jaworze-Popiela,Z,-,-,-,dębicki
Jaworze-Zawodzie III*,Z,36,-,-,dębicki
Jaźwiny,R,665,-,-,dębicki
Jeziórko-Konieczny,R,522,-,-,tarnobrzeski
Jeziórko-Kosior,Z,24,-,-,tarnobrzeski
Julin Wydrze*,Z,203,-,-,łańcucki
Kaczorowy*,P,772,-,-,jasielski
Kalinowice**,Z,1 986,-,-,przemyski
Kamionka,E,369,679,140,niżański
Kamionka-Las,E,169,-,1,ropczycko-sędziszowski
Kamionka-Zagrody,E,183,-,2,ropczycko-sędziszowski
Kąty-Myscowa*,R,4 655,-,-,jasielski
Kędzierz*,R,11 009,-,-,dębicki
Kędzierz-1*,Z,199,-,-,dębicki
Kędzierz-2*,E,67,-,3,dębicki
Kędzierz-3,E,500,411,261,dębicki
Kędzierz-4*,E,239,-,7,dębicki
Kiełków,T,105,-,-,mielecki
Kiełków-Błonie,T,119,-,-,mielecki
Kiełków-Południe,R,2 173,-,-,mielecki
Kłodawa**,E,21 319,-,14,"dębicki, jasielski"
Kłodawa 10*,R,3 386,-,-,jasielski
Kłodawa-11*,R,155,-,-,dębicki
Kłodawa-12*,R,129,-,-,dębicki
Kłodawa-13*,R,157,-,-,dębicki
Kłodawa-4*,Z,15,-,-,dębicki
Kłodawa-6*,T,11,-,-,dębicki
Kłodawa-7*,T,52,-,-,dębicki
Kłodawa-8*,E,56,-,21,dębicki
Kłodawa-9*,M,-,-,-,dębicki
Kłopotnica-A*,P,9 549,-,-,jasielski
Kłopotnica-B*,P,10 094,-,-,jasielski
Kłopotnica-C*,P,8 843,-,-,jasielski
Kolonia-Stok*,E,45,-,6,dębicki
Kołaczyce-Dankówki**,R,35,-,-,jasielski
Kołaczyce-Gawliki*,R,77,-,-,jasielski
Kołaczyce-Grodno*,E,7,-,29,jasielski
Kołaczyce-Jutryna**,M,-,-,-,jasielski
Kołaczyce-Radosno*,R,41,-,-,jasielski
Kołaczyce-Rogowiec*,R,39,-,-,jasielski
Kończyce,E,294,193,277,niżański
Korona,R,456,-,-,stalowowolski
Koziarnia,P,32 785,-,-,"leżajski, niżański"
Kozłów,R,105,-,-,dębicki
Kozodrza-Budy*,Z,729,-,-,ropczycko-sędziszowski
Kozodrza-Skarpa,R,55,-,-,ropczycko-sędziszowski
Krajowice**,Z,40,-,-,jasielski
Krajowice II*,Z,7,-,-,jasielski
Krajowice III*,Z,-,-,-,jasielski
Krasne*,Z,49,-,-,rzeszowski
Krawce-Kalist,R,24,-,-,tarnobrzeski
Krempna**,R,1 617,-,-,jasielski
Krempna**,P,77,-,-,jasielski
Krzątka III*,Z,216,-,-,kolbuszowski
Laszczyny,E,88,-,3,leżajski
Latoszyn*,Z,7 781,-,-,dębicki
Latoszyn 2*,R,1 092,-,-,dębicki
Latoszyn 3*,R,337,-,-,dębicki
Latoszyn-2*,M,-,-,-,dębicki
Latoszyn-3,R,45,-,-,dębicki
Leżachów I,Z,21,-,-,przeworski
Leżachów II,R,224,-,-,przeworski
Leżajsk,R,1 816,-,-,leżajski
Leżajsk - dz. 5754/82,E,2 638,2 347,0,leżajski
Leżajsk dz. 4746 i 4747,E,35,-,0,leżajski
Lipie*,T,810,260,-,rzeszowski
Lipie dz. 1953/2,E,60,-,2,rzeszowski
Lipie dz. 1954/2,R,76,-,-,rzeszowski
Lipie dz.1950,Z,-,-,-,rzeszowski
Lipie II,Z,383,-,-,rzeszowski
Lipie III dz.166/1-4*,Z,11,-,-,rzeszowski
Lipie VI*,E,495,297,68,rzeszowski
Lipie-1968,R,95,-,-,rzeszowski
Lipie-Gierdam*,Z,8,-,-,rzeszowski
Lipie-Rogoźnica,Z,665,-,-,rzeszowski
Lipie-Zaborek IV*,R,83,-,-,rzeszowski
Lipiny,T,7 072,1 915,-,dębicki
Lipiny*,E,236,-,10,dębicki
Lipiny Barbara*,T,248,-,-,dębicki
Lubliniec Nowy,Z,11,-,-,lubaczowski
Łazów,R,170,-,-,niżański
Łazów dz.62/35,T,2 203,1 941,-,niżański
Łazów I-Galicja,E,466,-,34,niżański
Łazów II,E,470,-,136,niżański
Łazów III,E,596,596,107,niżański
Łazów-Bis,E,2 358,2 046,133,niżański
Łazów-Krupa,E,253,253,7,niżański
Łazów-Lipianin I,Z,123,-,-,niżański
Łazów-Lipianin II,R,66,-,-,niżański
Łazów-Litwin,Z,187,-,-,niżański
Łazów-Litwin I,Z,79,-,-,niżański
Łazów-Litwin II,R,191,-,-,niżański
Łazy*,Z,-,-,-,jarosławski
Łazy-I*,R,356,-,-,jarosławski
Łazy-II*,E,653,653,63,jarosławski
Łazy-III,T,4 004,3 795,-,jarosławski
Łęgórz*,P,200,-,-,jasielski
Łętownia,Z,1 260,-,-,leżajski
Łętownia 2,T,124,-,-,leżajski
Łętownia II,Z,634,-,-,leżajski
Łętownia II-1*,E,360,-,3,leżajski
Łętownia II-1-1*,T,129,-,-,leżajski
Łętownia II-I-2*,T,76,-,-,leżajski
Łętownia-Górki,E,300,131,130,leżajski
Łodzina*,T,486,390,-,sanocki
Łodzina**,Z,620,-,-,sanocki
Łodzina-2*,R,68,-,-,sanocki
Łodzina-San*,E,871,328,73,sanocki
Łodzina-San I*,R,516,-,-,sanocki
Łodzina-Zakole**,R,313,330,-,sanocki
Łowisko,R,922,-,-,"leżajski, rzeszowski"
Łukawiec,E,169,-,14,lubaczowski
Łukawiec - 2*,R,6 337,-,-,rzeszowski
Łukawiec 1*,Z,99,-,-,rzeszowski
Łukawiec II,R,191,-,-,lubaczowski
Łukawiec-Ispa,E,77,-,1,rzeszowski
Łukawiec-Kłapówka,Z,43,-,-,rzeszowski
Łukawiec-Kłapówka 1,E,132,-,1,rzeszowski
Łukawiec-Kłapówka 2,E,145,-,1,rzeszowski
Łukawiec-Więcek,E,135,-,4,rzeszowski
Łuże,Z,494,-,-,mielecki
Łuże-1,T,1 398,54,-,mielecki
Łysaków,Z,2 383,-,-,stalowowolski
Łysaków dz.353/2,Z,77,-,-,mielecki
Łysaków II,R,522,-,-,"janowski,stalowowolski"
Łysaków III,R,220,-,-,stalowowolski
Łysaków-Piotrowski**,E,176,-,4,stalowowolski
Łysaków-Walas 3,R,280,-,-,stalowowolski
Łysaków-Walas I,T,1,-,-,stalowowolski
Łysaków-Walas II,E,35,-,2,stalowowolski
Łysaków-Ziółkowska,E,433,-,15,stalowowolski
Machnówka**,Z,201,-,-,krośnieński
Machnówka II**,Z,6,-,-,krośnieński
Machowa,Z,30,-,-,dębicki
Makowisko,R,945,945,-,jarosławski
Makowisko-Andrzej,R,91,-,-,jarosławski
Mały Ubieszyn,R,378,-,-,przeworski
Manasterzec*,T,157,157,-,leski
Manasterzec II*,R,82,-,-,leski
Manasterz-I,T,821,734,-,jarosławski
Manasterz-II,R,2 159,-,-,jarosławski
Manasterz-III,R,4 565,-,-,jarosławski
Markowizna*,R,89,-,-,rzeszowski
Markowizna-Dziki*,E,109,-,0,rzeszowski
Markowizna-Łach,T,22,-,-,rzeszowski
Markowizna-Szot,E,1 334,-,27,rzeszowski
Medynia Łańcucka-Czarna*,E,3 784,577,175,"łańcucki, rzeszowski"
Męcinka-2*,P,236,-,-,krośnieński
Męciszów*,Z,13 314,-,-,dębicki
Męciszów Agnieszka*,E,363,360,27,dębicki
Męciszów-4,R,26,-,-,dębicki
Męciszów-5,R,31,-,-,dębicki
Mielec,Z,50,-,-,mielecki
Mielec-Szydłowiec,T,712,484,-,mielecki
"Milcza-Zachód p. A, B, C*",E,1 875,1 875,67,krośnieński
Mokrzec*,R,768,-,-,dębicki
Moszczanica AN-I,R,336,-,-,lubaczowski
Mrowla,E,902,141,80,rzeszowski
Mrowla III,R,619,-,-,rzeszowski
Mrowla-Gierdam*,Z,58,-,-,rzeszowski
Mrowla-Kostobruk,Z,7,-,-,rzeszowski
Mrzygłód*,R,1 454,-,-,sanocki
Munina*,Z,197,-,-,jarosławski
Munina II,T,55,-,-,jarosławski
Munina IV*,T,351,351,-,jarosławski
Munina-Nadsan*,E,898,746,2,jarosławski
Myscowa**,E,44,-,1,jasielski
Nagoszyn I,R,148,-,-,dębicki
Niegłowice**,Z,2 627,-,-,jasielski
Niegłowice II**,R,40,-,-,jasielski
Niewistka*,R,856,-,-,brzozowski
Nisko,E,889,889,80,niżański
Nisko I,E,585,585,621,niżański
Nisko II,R,438,-,-,niżański
Nisko-Grzebienie,R,4 162,-,-,niżański
Niwiska,Z,126,-,-,kolbuszowski
Niwiska II,R,195,-,-,kolbuszowski
Nockowa,Z,67,-,-,ropczycko-sędziszowski
Nowa Grobla,Z,383,-,-,lubaczowski
Nowa Grobla III,E,2 085,1 666,7,lubaczowski
Nowe Sady**,Z,10,-,-,przemyski
Nowe Sady IV**,T,24,-,-,przemyski
Nowe Sady Maria**,E,329,325,30,przemyski
Nowe Sady Wiar**,R,297,-,-,przemyski
Nowe Sierakośce**,E,173,130,118,przemyski
Nowosielec,R,477,185,-,niżański
Odrzykoń-Zawodzie*,T,42,-,-,krośnieński
Orłów*,T,69,-,-,mielecki
Osobnica I*,Z,16,-,-,jasielski
Ostrowy Baranowskie-Impala,R,150,-,-,kolbuszowski
Ostrowy Tuszowskie-1,T,1 469,1 086,-,kolbuszowski
Ostrowy Tuszowskie-Guźda,T,224,-,-,kolbuszowski
Ostrów*,E,1 985,541,45,przemyski
Ostrów II*,E,224,422,72,przemyski
Otałęż*,E,2 186,1 338,156,mielecki
Otałęż-Nowa Wieś*,R,6 290,-,-,mielecki
Padew Narodowa-Korpuliński,E,37,-,3,mielecki
Park Wodny*,R,1 002,-,-,m.Przemyśl
